	noticia_data	noticia_titulo	noticia_url	noticia_corpo
32	04/09/2018	Inclusão de psicólogos no sistema de ensino será discutida em encontro na UFSJ	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7137	"As negociações para a inclusão do profissional de Psicologia no sistema estadual de ensino será um dos temas do VI Encontro Mineiro de Psicologia Escolar e Educacional (Empee)  e da II Mostra de Práticas em Psicologia Escolar, que ocorrem entre os dias 20 e 22 de setembro, no Campus Dom Bosco da Universidade Federal de São João del-Rei (UFSJ). Essa é a primeira vez que o Empee é realizado fora do Triângulo Mineiro.
“Teremos a participação das professoras Stela Maris Bretas Souza e Déborah Barbosa, que irão nos contar como andam as negociações. Nossa expectativa é de que sejam abertas vagas para novos profissionais trabalharem e colaborarem com as equipes multiprofissionais já existentes no sistema de ensino”, comenta o professor Dener Luiz da Silva, do Departamento de Psicologia da UFSJ.
Apesar da inexistência de dados oficiais sobre psicólogos que trabalham em diferentes instituições da área de educação, o pesquisador informa que estudos estimam que 30% a 40% dos psicólogos ativos no Brasil estão inseridos no contexto escolar/educacional.
Dener Silva lembra que a vivência em sala de aula vai além do aprendizado. “Aprender é um dos elementos - talvez o mais visível - que ocorre em contextos escolares. Mas também nos desenvolvemos, interagimos socialmente, escolhemos, vivemos nosso corpo, etc.”, explica. Por isso, a Psicologia Escolar contemporânea busca estudar o sujeito na totalidade.
Neste ano, com a temática Interfaces da Psicologia e Educação na Rede de Proteção Social, o encontro pretende discutir as múltiplas facetas do trabalho em rede, com suas possibilidades e desafios. Segundo Dener Silva, será debatida a atuação dos profissionais em entidades de proteção social - como centros de Referência de Assistência Social (Cras), de Referência Especializados de Assistência Social (Creas) e de Atenção Psicossocial (Caps), entre outros.
“No entanto, desejamos também problematizar o termo, tornando-o ainda mais polissêmico”, ressalta. Para isso, a ideia é pensar a articulação dessas políticas públicas com outras entidades da sociedade, como família, escola, clubes, ONGs. “A Psicologia contribui com esse trabalho na medida que se permite discutir e ampliar sua definição de desenvolvimento humano, fazendo a crítica às experiências de integração existentes, e também às inexistentes, ofertando técnicas, metodologias e teorias que favoreçam a discussão”, comenta o professor.
Programação 
O evento terá mesas-redondas, apresentações orais, café cultural e minicursos, que abordarão várias temáticas e práticas do psicólogo em contexto escolar. Dener Silva informa que, no total, foram inscritos 93 trabalhos, a serem apresentados em forma de pôsteres ou comunicação oral.
Além disso, será realizada a cerimônia de posse da nova presidente da Associação Brasileira de Psicologia Escolar e Educacional (Abrapee), Alexandra Ayach Anache (UFMS), contando com a participação das atuais presidentes, professoras Silvia Maria Cintra da Silva (UFU) e Marilene Proença Rebello de Souza (USP). “Estamos muito honrados por ter sido escolhidos para esse momento tão importante para a Associação Nacional”, comemora o professor.
Sobre o Empee e Mostras Práticas
Os encontros mineiros de Psicologia Escolar tiveram início em 2006, na Universidade Federal de Uberlândia (UFU), e têm periodicidade bianual, intercalados com os Encontros Nacionais da Abrapee. Eles têm o objetivo de congregar todos os profissionais, estudantes e acadêmicos envolvidos e interessados nas temáticas relacionadas à interface Psicologia e Educação.
“O Empee tem por mérito agregar profissionais, acadêmicos e interessados nas temáticas relativas à área, constituindo-se como fórum democrático e aberto aos avanços da ciência psicológica como um todo”, avalia Dener Silva.
Já as mostras de Práticas são eventos promovidos pelo Conselho Regional de Psicologia (CRP-04) e visam oportunizar, aos profissionais e estudantes, a apresentação de práticas na área.
A comissão organizadora do Vi Empee é composta pelos professores da área escolar do Departamento de Psicologia Celso Tondin, Dener Silva, Larissa Medeiros, Neyfson Matias e Tatiana Pollo.
Serviço - Encontro Mineiro de Psicologia Escolar e Educacional (Empee) e II Mostra de Práticas em Psicologia Escolar
Quando: 20 a 22 de setembro de 2018.
Onde: Campus Dom Bosco da UFSJ.
Inscrições: estudantes - R$ 45 / profissionais R$ 85.
Contato: (32) 3379 5177 / 5178.
Mais informações e programação: https://viempee.com.br/
Obs.: As inscrições podem ser realizadas até o início do evento, mas os minicursos possuem vagas limitadas. 

                                                    Publicada em 04/09/2018Fonte: ASCOM"
33	03/09/2018	Nota da Andifes sobre o incêndio no Museu Nacional	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7136	"Os reitores e reitoras das universidades federais, por meio da Associação Nacional dos Dirigentes das Instituições de Ensino Superior – Andifes lamentam profundamente o incêndio que destruiu completamente o Museu Nacional, um dos maiores patrimônios culturais do país, vinculado à Universidade Federal do Rio de Janeiro (UFRJ), onde estavam abrigadas mais de 20 milhões de peças que faziam parte de um acervo de valor inestimável para a história e para a cultura do Brasil e do mundo.
A Andifes, mais uma vez, conclama a urgente necessidade de políticas públicas de estado que valorizem e resguardem a cultura e a história do nosso País. Essa tragédia havia sido prenunciada, outras estão sendo encubadas, em função da insuficiência de recursos para preservar instalações físicas e acervos.
A Associação Nacional dos Dirigentes das Instituições de Ensino Superior se solidariza com a comunidade da UFRJ e com todos os brasileiros e brasileiras por essa perda de valor inestimável e irreparável.
Os governantes sabem que decisões econômicas têm consequências sociais. Por sua vez, a sociedade deve entender que a escolha de prioridades, ideias e valores definem o mundo em que queremos viver. Que tão logo seja superado o luto pela perda do passado, a sociedade exija dos governantes o compromisso com o futuro.
Conteúdo disponível em http://www.andifes.org.br/nota-da-andifes-sobre-o-incendio-no-museu-nacional/

                                                    Publicada em 03/09/2018Fonte: ASCOM"
34	03/09/2018	UFSJ institui Conferências em Direitos Humanos Marielle Franco	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7135	"A Universidade Federal de São João del-Rei, por meio de seu Conselho Universitário (Consu), instituiu no último dia 20, em reunião ordinária, as Conferências em Direitos Humanos Marielle Franco. Um dos principais objetivos das conferências é demonstrar a importância da atuação da universidade pública na redução da desigualdade e na defesa dos direitos humanos.

No âmbito da UFSJ, o propósito é ratificar e promover a aproximação da Universidade com a população vulnerável, a partir das áreas de pesquisa e extensão, e também destacar a necessidade da formação de pessoas críticas.

Como aponta o texto da resolução, as conferências devem acontecer na segunda semana de novembro de cada ano. Nessa data, cidadãos que tiveram destaque na luta pelos direitos humanos serão homenageados e farão um ciclo de três conferências sobre a atuação na área, todas elas publicadas posteriormente pela editora da UFSJ.

De acordo com o pró-reitor Adjunto de Pesquisa e Pós-Graduação, professor Roberto Calazans, a importância dessas conferências é acadêmica e social: acadêmica, por instituir Conferências no sentido das Lectures de várias Universidades Estrangeiras, que conferem reconhecimento às pessoas por seus trajetos em um campo específico de atuação e, na UFSJ, serão publicadas por meio da Editora, com o objetivo de divulgar a produção de conhecimento; e social, porque as conferências se tornam um bom momento de reflexão sobre o tema dos Direitos Humanos na UFSJ, debatendo sobre a população vulnerável.

O professor Manuel Jauará, relator do processo de instituição das Conferências, destaca que o caráter de luta pelos direitos humanos proporcionado pela aprovação coloca a UFSJ em destaque. “Poucas universidades públicas assumem essa responsabilidade política de lutar pelos direitos”, comenta. “Os direitos humanos são, antes de mais nada, uma questão de democracia”.

Os pró-reitores de Pesquisa e Pós-Graduação, Ensino de Graduação e de Extensão (ou membros indicados por esses cargos), junto com indicações do Sind-UFSJ (Sindicato dos Técnicos da UFSJ), da ADUFSJ (Associação de Docentes da UFSJ) e do DCE-UFSJ (Diretório Central de Estudantes da UFSJ), formarão uma comissão que selecionará cada um dos conferencistas.

Quem foi Marielle Franco?

Marielle Francisco Franco nasceu no Complexo da Maré no Rio de Janeiro. Marielle era negra, mãe solteira, lésbica, socióloga e vereadora eleita com 46 mil votos. Ingressou na política em 2006, trabalhando na Brasil Foundation e no Centro de Ações Solidárias da Maré (Ceasm). Foi presidente da Comissão de Defesa da Mulher e coordenadora da Comissão de Defesa dos Direitos Humanos e Cidadania da Assembleia Legislativa do Rio de Janeiro (Alerj), em parceria com Marcelo Freixo.

Como acadêmica, Marielle era formada em Sociologia pela PUC-RIO com bolsa integral e fez mestrado em Administração Pública pela Universidade Federal Fluminense (UFF). Sua dissertação, “UPP: a redução da favela a três letras”, já abordava a complexidade da relação da polícia com as comunidades.

Na noite do dia 14 de março de 2018, ela foi assassinada. O crime aconteceu na rua Joaquim Palhares, no centro da capital fluminense. A vereadora foi executada com quatro tiros, junto com seu motorista, Anderson Pedro Gomes. Os assassinos fugiram sem levar nenhum pertence.

A trajetória de Marielle Franco sempre foi marcada pela luta pelos direitos humanos e das causas sociais. Seus projetos na Câmara dos Vereadores do Rio de Janeiro valorizavam as mulheres. Entre suas principais pautas estavam a oposição à violência policial, às milícias e contra a intervenção militar no Rio de Janeiro.

                                                    Publicada em 03/09/2018Fonte: ASCOM"
35	03/09/2018	Reunião anual da Sociedade Astronômica Brasileira premia programa de extensão do CAP	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7134	"O programa de extensão ""Viagem ao Céu pelo Olhar da Ciência"", do Campus Alto Paraopeba da UFSJ (CAP) recebeu, em julho, o prêmio de melhor pôster na sessão ensino, difusão e história da Astronomia, durante a Reunião Anual da Sociedade Astronômica Brasileira (SAB), realizada em São Paulo. A reunião Anual da SAB é o mais importante evento nacional em Astronomia, reunindo pesquisadores e extensionistas brasileiros e estrangeiros. 
Criado em 2014, o programa tem como objetivo difundir a Astronomia, Astrofísica e áreas afins, inclusive engenharias para as comunidades interna e externa do CAP. As atividades têm foco em públicos-alvos diferentes. Para alunos de escolas públicas e particulares, são promovidas monitorias preparatórias para a Olimpíada de Astronomia e Astronáutica, oficinas diversas e visitas técnicas às dependências do CAP. O público da terceira idade, por sua vez, tem à disposição um curso específico de Astronomia. Já para as comunidades interna e externa da UFSJ em geral, são realizadas palestras sobre Astronomia e observação Astronômica no CAP.
O programa é coordenado atualmente pelas professoras do Departamento de Física e Matemática do CAP (Defim), professoras Kelly Beatriz Vieira Torres Dozinel e Ana Cristina Moreira Machado Armond Zadra, e recebe a colaboração do professor Maurício Reis, do mesmo Departamento, de astrônomos amadores de Ouro Branco, membros do projeto de extensão do IFMG de Ouro Preto, “O Céu ao Alcance de todos”, e discentes dos cursos de engenharia do CAP.
Em junho deste ano, o programa realizou a I Semana de Astronomia e Astronáutica no CAP, contando com em torno de 150 participantes entre comunidade interna e externa da UFSJ.
Conheça o programa pelo facebook www.facebook.com/Olhardaciencia ou entre em contato pelo e-mail projetopeloolhardaciencia@gmail.com  

                                                    Publicada em 03/09/2018Fonte: ASCOM"
36	03/09/2018	A Linguagem dos Sinos em debate: (re)descobrindo a tradição são-joanense	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7133	"Dois jovens pesquisadores, Thiago Morand e Yuri Vieira, interessados na linguagem dos sinos, apresentam os resultados dos trabalhos que vêm desenvolvendo a respeito desse rico patrimônio imaterial são-joanense. Filmes, fotos, exposições, gravações, partituras, experiências de participação em eventos nacionais e internacionais, premiações e inúmeras descobertas sobre a tradição sineira compõem o panorama do encontro que acontece na quarta, 5 de setembro, às 20h30, na Sala Multimídia do Centro Cultural UFSJ. A entrada é gratuita.
A programação terá exibição do documentário “A Voz dos Sinos”, do jornalista, fotógrafo e videomaker Thiago Morandi; relato de sua experiência de produção e lançamento na “00 Bienal Habana”, em Cuba; exposição do trabalho “Influência Africana na Linguagem dos Sinos de São João del-Rei”, realizado pelo aluno e músico Yuri Vieira e orientado pelo professor Marcos Filho; e bate-papo sobre a tradição sineira
Pesquisa sobre a ""Linguagem dos Sinos"" recebe premiação nacional
Noticiamos no site da UFSJ, este mês, que a pesquisa de Yuri, mencionada acima, alcançou uma conquista nacional depois do reconhecimento no Seminário de Iniciação Científica da Universidade Federal de São João del-Rei, em 2017. Em busca de traços da cultura africana dentro da “Linguagem dos Sinos”, o trabalho foi premiado como a melhor pesquisa na área de artes da sessão de pôsteres da 70ª reunião da Sociedade de Pesquisa para o Progresso da Ciência (SBPC). Maior evento de divulgação científica da América Latina que, em 2018, ocorreu em julho na Universidade Federal de Alagoas (UFAL) em Maceió.
Veja a matéria completa aqui. 

                                                    Publicada em 03/09/2018Fonte: ASCOM"
37	03/09/2018	Programa de extensão da UFSJ recebe menção honrosa no Gene Time	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7132	"O Programa de Extensão “Uso de Mídias Digitais e Jogos Educacionais para Ensino de Ciência e Biologia” da Universidade Federal de São João del-Rei (UFSJ) recebeu menção honrosa durante o Gene Time Conference 2018 - maior premiação do evento para a área de Ensino e Extensão.
O projeto utiliza recursos didáticos digitais, sobretudo computadores desktop, no ensino de Ciências e Biologia em escolas de São João del-Rei. Até agora, foram atendidos 248 alunos do 6º e 9º anos do Ensino Fundamental e do 2º e 3º anos do Ensino Médio.
“A atividade lúdica remove uma possível barreira e ansiedade natural gerada pelo formato tradicional de ensino, com o professor à frente da turma”, avalia o coordenador do programa e do Laboratório de Recursos Genéticos da UFSJ, Gabriel Yazbeck.
O programa começou com a criação de modelos didáticos da molécula dupla-fita de DNA, e, posteriormente, foram desenvolvidos jogos simples e de tabuleiro para computador pessoal. “A proposta deste programa é dar continuidade a essa atividade, criando material digital de alta qualidade”, antecipa o professor.
Participam ainda do projeto a mestra pelo Programa de Pós-Graduação em Ecologia (UFSJ), Rosiane de Paula Santos, e os alunos Luiz Miguel Silva (Pedagogia) e Enderson William's Motta Texeira (Ciências da Computação).
Sobre a Gene Time 
Em comemoração aos 20 anos de criação do programa de Pós-Graduação em Genética do Instituto de Ciências Biológicas (ICB) da Universidade Federal de Minas Gerais (UFMG) foi realizado, entre os dias 22 e 24 de agosto, o Gene Time Conference 2018.
O evento teve participantes da área acadêmica e da comunidade, reunidos em palestras, mesas-redondas, minicursos, discussões e apresentações de pôsteres. O Gene Time objetiva promover a aproximação de diversos grupos de pesquisa, novas colaborações e o intercâmbio, científico e pessoal sobre genética.

                                                    Publicada em 03/09/2018Fonte: ASCOM"
38	03/09/2018	Nota de pesar pelo Museu Nacional	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7131	"A Universidade Federal de São João del-Rei (UFSJ) vem a público lamentar o incêndio que consumiu quase a totalidade do acervo do Museu Nacional na Quinta da Boa Vista, na noite de ontem, 2 de setembro, e presta solidariedade a cada um dos pesquisadores, trabalhadores, e demais colaboradores que perderam seus trabalhos na tragédia. O Museu é uma uma unidade acadêmica da Universidade Federal do Rio de Janeiro (UFRJ) gerida pela Reitoria da instituição.
A UFSJ reforça o valor científico, social e humano da preservação de nossa história por meio de instituições como o Museu, ao mesmo tempo que alerta que a cultura, a ciência e a educação têm sofrido, nos últimos anos, cortes sucessivos de orçamento desde 2014.
A UFSJ entende que esse acontecimento é consequência da precarização das instituições públicas no Brasil, que têm recebido cada vez menos investimentos por parte do Governo Federal.
A UFSJ solidariza-se com a comunidade acadêmica da UFRJ e do Museu Nacional e se coloca à disposição para todo o apoio possível neste grave momento.
São João del-Rei, 03 de setembro de 2018
Reitoria da Universidade Federal de São João del-Rei
 
Confira a nota oficial da Universidade Federal do Rio de Janeiro no link
https://ufrj.br/noticia/2018/09/03/nota-sobre-o-museu-nacional
 

                                                    Publicada em 03/09/2018Fonte: ASCOM"
39	03/09/2018	Proen tem nova pró-reitora adjunta	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7130	"Nomeada hoje, 3 de setembro, por portaria da Reitoria, a professora Stella Maris Resende para o cargo de pró-reitora Adjunta de Ensino de Graduação. A docente do Departamento de Ciências Naturais (DCNAT) assume a pasta ao lado do titular, professor Lincoln Cardoso Brandão, Pró-reitor de Ensino de Graduação desde março. A nomeação ocorre com a saída do antigo ocupante do cargo, professor Valdir Mano, que foi nomeado Vice-reitor pro tempore da UFSJ na última semana.

Stella é bacharel em Química e doutora em Físico-Química. Foi coordenadora do curso de graduação em Química e membro do Consu e do Conep. Agora, deixa o cargo de Assessora Especial para Assuntos Acadêmicos da Reitoria para assumir como adjunta na Proen. Segundo ela, no momento, o maior desafio é a adequação dos projetos pedagógicos de todos os cursos de graduação da UFSJ às normas e à legislação vigentes.
 

                                                    Publicada em 03/09/2018Fonte: ASCOM"
40	28/02/2019	Acolhida UFSJ 2019 promove dois shows no Ctan nesta quinta, 28	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7386	"Nesta quinta-feira, 28 de fevereiro, às 19h, o Campus Tancredo Neves (Ctan) será palco dos shows da Acolhida UFSJ 2019. A noite reserva a estreia da turnê ‘Adriano George e Confraria do Groove’ e a apresentação da banda Sonisférico.
O músico mineiro de mais de 25 anos de carreira fará uma ampla circulação neste primeiro semestre que ainda passará por outras cidades mineiras, inclusive pelo Campus Alto Paraopeba, e chegará à Itália.
As cidades universitárias foram intencionalmente escolhidas por suas tradições com a música instrumental. Trompetista renomado, Adriano George já circulou o mundo em apresentações. A turnê, que começa em fevereiro na UFSJ, terá a participação especial da cantora e compositora belo-horizontina de longa carreira, Adrianna.
Sonisférico
Criada em novembro de 2016, a banda surge com a intenção de compor e explorar diferentes vertentes sonoras. Cada membro traz bagagens muito peculiares ao grupo. As influências transitam pela primeira fase do punk rock de Nova York, passando pelo experimentalismo, pelo universo Pop e um tempero da música brasileira.
Os integrantes são alunos e ex-alunos do curso de Música da UFSJ e formaram a banda depois de fazerem, juntos, o show Mangue Uai-Fai, no primeiro semestre de 2016. É formada por Caio Carvalho (baixo), Gabriel Guedes (guitarra/violão), André Mendes (violão/guitarra), Bruna Oliveira (vocal) e Gabriel Cubucci (bateria).
A banda promete seu primeiro disco para esse ano e dá sequencia a uma série de shows, com seu segundo show do ano na Acolhida dos Calouros da UFSJ. 

                                                    Publicada em 28/02/2019Fonte: ASCOM"
41	28/02/2019	Pesquisa visa desenvolver sistema contra praga no tomateiro	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7385	"“A traça do tomateiro (Tuta absoluta) é considerada uma das pragas mais importantes do tomate cultivado no Brasil”. O alerta é do professor Ernani Clarete, da Universidade Federal de São João del-Rei (UFSJ). Doutor em Genética e Melhoramento Vegetal, Clarete e a pós-graduanda Alice Lagoeiro pesquisam sobre a traça do tomateiro e a fertilização nitrogenada em cultivo hidropônico de tomate.
O objetivo da pesquisa é desenvolver um sistema de produção de tomate com aplicação de adubação nitrogenada subótima. “Os trabalhos foram iniciados em uma casa de vegetação [espaço de produção de plantas] com equipamentos e instalações para o cultivo hidropônico de tomateiro. Foram disponibilizadas, em solução nutritiva para as plantas de tomate, quatro doses de nitrogênio, sendo uma normal e três abaixo do normal [subdoses]”, explica o professor. Com isso, estão sendo analisadas as características agronômicas, características físico-químicas, nutricionais e compostos bioativos dos frutos em função dessas doses de nitrogênio. Também está sendo analisado um metabólito secundário produzido pela planta (acilaçucar) que possui ação inseticida e repelente da praga.
Os estudos são desenvolvidos em parceria com pesquisadores do INRA Paca, em Avignon (França), e pesquisadores da Universidade de Lorraine, em Nancy (França).
Rápida e agressiva
Clarete explica que, por intermédio de tomates importados do Chile, a traça foi introduzida na Argentina, onde foi identificada em 1967, na cidade de Mendoza. Sua entrada no Brasil ocorreu no início dos anos de 1980, e a disseminação foi “rápida e agressiva, ocasionando perdas de até 100% nas lavouras em praticamente todos os estados brasileiros”, afirma.

Bolsista de produtividade

O professor Ernani Clarete é bolsista do Conselho Nacional de Desenvolvimento Científico (CNPq), o qual oferece auxílio financeiro por meio de bolsas de produtividade para pesquisadores desenvolverem seus estudos. O benefício é ofertado com o intuito de valorizar a produção científica no país.

Essa reportagem faz parte de uma iniciativa de divulgação científica da Pró-Reitoria de Pesquisa e Pós-Graduação (Prope).

                                                    Publicada em 28/02/2019Fonte: ASCOM"
42	28/02/2019	Reitoria realiza primeira reunião com os pró-reitores de 2019	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7384	"O reitor da UFSJ, Sérgio Cerqueira, promoveu, na tarde da última sexta-feira (22/2), a primeira reunião com a sua equipe de pró-reitores em 2019. O encontro foi realizado com intuito de definir as atividades acadêmicas e administrativas prioritárias para o ano letivo.
Durante a reunião, os participantes realizaram um balanço das ações executadas no exercício anterior, identificando as metas alcançadas. Também foram estabelecidas as estratégias que integrarão o planejamento das pró-reitorias nos próximos meses com foco nos objetivos da gestão.
Além do reitor Sérgio Cerqueira e do vice-reitor Valdir Mano, estiveram presentes os pró-reitores de Pesquisa e Pós-graduação, André Luiz Mota; de Extensão e Assuntos Comunitários, Ivan Vasconcelos Figueiredo; de Administração, Vera Lucia Meneghini Vale; de Planejamento e Desenvolvimento, Gustavo Melo Silva; de Assuntos Estudantis, Josiane Nogueira; adjunta de Ensino de Graduação, Stella Maris; adjunto de Pesquisa e Pós-graduação, André Batista de Negreiros; chefe de gabinete, José Tarcísio Assunção; e o assessor especial para Desenvolvimento de Projetos Estratégicos, Roberto Calazans.
 

                                                    Publicada em 28/02/2019Fonte: ASCOM"
43	27/02/2019	Manifestação do Fórum Mineiro das Instituições Públicas de Ensino Superior	https://www.ufsj.edu.br/noticias_ler.php?codigo_noticia=7383	"É com grande preocupação que recebemos a nota emitida pela Fapemig no dia 22 de fevereiro de 2019. A crise financeira vivenciada pelo estado de Minas Gerais tem impactado sobremaneira na Fapemig, principalmente nos últimos anos, causando prejuízos incalculáveis à ciência mineira.
O maior desafio para a pós-graduação no Brasil é o estabelecimento de uma base sólida de financiamento sustentável a longo prazo, permitindo assim o desenvolvimento de uma ciência não dissociada dos grandes problemas nacionais e, no caso de Minas, das suas muitas assimetrias.
Cumpre destacar que o não pagamento dos tradicionais programas da Fapemig, como edital Universal e Pesquisador Mineiro, resultou no atraso ou paralisação de milhares de pesquisas no nosso estado, comprometendo anos de desenvolvimento científico, social e econômico.
As Instituições Públicas de Ensino Superior mineiras também veem com muita preocupação os constantes atrasos nas bolsas de mestrado e doutorado, assim como a anunciada suspensão temporária dos Programa de Iniciação Científica - cotas institucionais. Os discentes beneficiários dessas bolsas têm relatado dificuldades na manutenção e sobrevivência, o que pode comprometer e refletir no resultado das pesquisas realizadas.
A descontinuidade de financiamento para a pós-graduação, especialmente na concessão de bolsas, representará uma perda para a inserção de Minas no Cenário científico nacional e internacional, comprometendo, inclusive, a capacidade de enfrentamento da própria crise pela qual passa nosso Estado.
Sendo assim, solicitamos ao Governo do Estado de Minas Gerais maior sensibilidade em relação aos problemas gerados a partir da ausência dos repasses constitucionais do estado para a Fapemig, como uma forma de encontrarmos juntos o melhor caminho para continuar com as pesquisas e a promoção do desenvolvimento de nosso estado. Aliás, cabe salientar que nossas instituições colocam-se à disposição do governo do Estado de Minas Gerais para contribuir com os diversos desafios e dificuldades atuais.
Portanto, a descontinuidade de financiamento à ciência mineira, especialmente na concessão de bolsas de IC e da Pós-Graduação, representa prejuízo para a ciência, tecnologia e inovação no estado e compromete a formação de novas gerações de pesquisadores.

27 de fevereiro de 2019.
Centro Federal de Educação Tecnológica de Minas Gerais (Cefet – MG)
Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais (IFSULDEMINAS)
Instituto Federal do Norte de Minas Gerais (IFNMG)
Instituto Federal do Sudeste de Minas Gerais (IFSUDESTEMG)
Universidade do Estado de Minas Gerais (UEMG)
Universidade Estadual de Montes Claros (Unimontes)
Universidade Federal de Alfenas (UNIFAL-MG)
Universidade Federal de Itajubá (UNIFEI)
Universidade Federal de Juiz de Fora (UFJF)
Universidade Federal de Lavras (UFLA)
Universidade Federal de Minas Gerais (UFMG)
Universidade Federal de Ouro Preto (UFOP)
Universidade Federal de São João Del Rei (UFSJ)
Universidade Federal de Uberlândia (UFU)
Universidade Federal de Viçosa (UFV)
Universidade Federal do Triângulo Mineiro (UFTM)
Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)

                                                    Publicada em 27/02/2019Fonte: ASCOM"
